battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1258,0,1.0,0,5,0,22,0.3,138,1,5,858,642,3655,7,16,13,0,1,1,3
1629,0,2.6,1,19,0,11,0.2,82,8,17,1746,827,2907,8,17,12,0,1,0,2
580,1,2.2,1,17,0,21,0.2,96,8,11,213,1127,1538,18,17,7,0,0,1,1
632,1,2.6,0,1,0,51,0.8,157,2,12,1720,876,2113,6,10,20,0,1,1,1
1296,1,2.6,1,5,1,37,0.5,157,6,6,448,589,3764,13,17,19,1,1,0,3
1399,0,2.4,0,8,0,29,0.8,125,3,12,964,1307,3021,19,2,6,1,0,0,2
637,0,1.6,0,2,0,25,0.8,117,1,14,1456,1520,3891,15,12,16,0,0,1,2
683,1,2.0,1,0,1,6,0.6,114,4,16,1568,1565,2652,12,13,9,0,0,0,1
1924,1,0.9,1,0,1,38,0.7,80,4,7,1138,1558,2818,16,3,7,0,1,1,3
1853,1,2.2,0,18,0,62,0.1,191,4,17,786,1511,3776,17,17,13,1,1,1,3
1284,1,0.9,0,4,0,61,0.4,108,7,16,1443,1052,2702,7,4,20,1,1,1,2
1483,1,2.2,0,12,1,13,0.7,83,1,12,498,623,3923,11,13,13,1,1,1,3
568,1,1.1,1,18,0,59,0.1,140,8,3,709,556,2517,8,11,13,1,0,1,1
1045,0,0.8,0,11,1,36,0.1,176,4,3,379,1305,3873,9,6,10,1,0,1,3
552,1,0.9,0,15,0,62,0.9,96,7,13,1166,1979,2865,8,11,11,0,0,0,1
1973,0,0.5,0,18,1,41,0.7,107,2,17,739,734,1568,13,7,18,0,0,1,2
704,0,2.3,1,2,1,55,0.3,129,8,20,631,1107,2120,15,2,19,1,1,0,1
625,1,2.3,0,11,1,3,0.7,169,1,3,1888,891,3586,11,0,17,1,1,0,2
542,1,1.8,1,4,0,51,0.8,87,1,18,1047,1469,2561,17,2,5,0,0,0,1
610,0,0.9,1,1,0,42,0.4,113,1,15,538,1866,1667,8,10,19,1,1,1,1
1260,1,0.7,0,6,0,46,0.1,138,5,17,944,1699,2063,17,17,4,0,0,1,1
1706,1,0.5,1,12,0,40,0.9,97,7,6,1098,551,2997,12,6,17,1,0,0,3
1347,0,0.9,0,14,1,43,0.4,174,8,11,752,988,1824,6,8,15,0,1,1,1
594,0,2.7,1,2,1,10,0.2,138,3,18,534,504,3592,11,3,10,1,1,0,2
1897,0,1.1,1,20,1,63,0.5,106,5,14,672,1131,3640,15,9,7,0,1,1,3
1399,1,1.4,0,19,0,23,0.8,95,5,17,1064,1732,1319,5,17,5,0,1,1,1
859,0,0.8,0,4,0,48,0.3,89,5,10,1773,716,1253,12,15,3,1,1,1,1
1399,1,1.1,0,7,0,6,0.3,183,3,5,1774,1035,3123,17,11,11,1,1,0,2
780,0,1.8,1,0,1,13,0.3,155,5,17,567,1865,2513,18,18,12,1,1,0,1
1718,0,2.0,1,7,0,2,1.0,101,4,12,1436,1924,2575,16,2,8,1,1,0,2
1718,0,1.1,0,17,0,45,0.3,95,1,8,414,1985,3463,18,7,6,1,0,1,3
1166,1,0.6,0,19,1,23,0.6,91,8,18,448,1237,854,17,18,5,0,0,1,0
592,1,1.5,1,15,1,39,0.9,154,8,14,609,1229,1339,19,8,7,1,1,0,0
1171,0,1.1,1,17,0,52,0.2,163,1,5,657,1734,3837,10,18,3,1,1,0,3
560,0,1.0,1,19,1,20,1.0,130,7,15,1797,1549,3842,16,16,3,1,0,0,2
1133,0,2.9,0,11,0,17,1.0,80,2,11,435,1775,3342,9,12,17,1,0,1,2
1574,1,2.0,1,12,1,32,0.9,106,6,11,1575,502,3941,13,1,14,0,0,0,3
1926,0,1.9,0,12,1,52,0.3,146,4,11,704,1525,3326,13,3,8,1,0,1,3
1528,1,1.5,1,9,1,4,0.7,91,3,13,238,1525,2558,7,10,6,1,1,1,2
1989,0,1.6,1,6,0,24,0.8,109,6,3,1065,649,3040,13,1,18,1,0,0,3
1103,0,1.9,0,13,0,43,1.0,88,1,10,733,503,977,17,3,14,1,0,1,1
1181,0,2.2,0,15,0,60,0.3,132,5,6,1731,967,2838,19,3,16,0,0,1,2
1033,0,2.3,0,14,1,19,0.8,140,8,9,799,569,3562,17,0,4,0,0,1,2
1928,0,0.9,1,11,1,27,0.4,133,7,15,9,700,1410,13,10,5,0,1,1,2
1337,0,1.8,1,8,1,14,0.3,116,7,8,746,807,3997,6,1,16,0,0,0,3
1144,1,1.5,1,7,1,59,0.5,144,2,8,1860,1775,1964,9,18,19,0,1,1,1
732,0,2.7,0,17,0,19,0.8,121,2,10,1288,1810,3327,15,7,4,1,1,0,2
1023,1,2.1,1,17,0,4,0.5,128,1,4,1604,1421,272,6,3,8,0,1,1,0
845,0,1.8,0,12,0,59,0.6,83,4,15,1468,791,3185,5,15,9,0,1,0,2
1569,0,0.8,0,17,1,61,1.0,143,7,18,138,1677,3257,11,14,12,1,1,1,3
1045,1,2.0,0,14,1,24,0.5,158,6,19,1890,1423,3129,8,4,10,0,0,0,2
1601,0,0.8,1,3,0,4,0.7,130,2,13,730,1656,1247,9,4,13,0,1,1,1
1596,1,1.3,1,16,1,56,0.4,170,8,15,195,1382,1133,8,14,6,0,0,0,1
1293,1,0.9,0,4,0,26,0.5,151,8,14,1097,1085,2488,10,16,2,0,0,0,2
748,0,2.2,1,15,1,28,0.7,139,1,15,1638,1797,3718,15,2,15,1,1,0,2
546,1,1.0,0,8,1,59,0.9,166,4,10,1248,1008,1702,6,17,4,0,1,1,1
1644,1,1.5,0,9,0,45,0.6,158,1,20,1658,1876,1721,12,10,16,0,0,1,2
713,0,2.7,1,17,0,64,0.8,170,1,3,1125,504,1934,8,5,11,0,1,0,1
738,1,1.0,0,16,1,28,0.2,110,4,12,263,792,3883,12,11,11,0,1,1,2
1579,0,1.8,0,17,0,53,0.3,182,4,18,944,859,3339,7,16,4,0,1,0,3
849,0,1.5,1,6,0,40,0.6,190,4,3,919,713,1799,16,13,7,1,0,0,1
606,0,0.5,0,3,1,26,0.1,151,8,20,160,1929,335,16,5,6,0,0,1,0
1330,0,2.5,0,4,1,63,0.3,173,8,8,1256,1959,3112,15,9,20,0,1,1,2
547,1,0.7,0,15,1,25,0.6,137,1,19,490,1538,2605,9,15,15,1,1,1,1
836,0,1.7,0,2,0,9,0.1,198,2,14,1810,1796,3543,16,17,18,1,1,1,2
1549,0,1.9,0,17,1,10,0.3,185,3,6,769,1062,1527,7,5,13,0,0,1,1
1303,1,2.1,0,20,1,47,0.6,161,3,19,310,1264,1820,16,18,10,1,1,1,1
1780,0,2.2,0,13,1,38,0.6,83,1,17,1674,544,1551,19,2,4,0,1,0,1
507,0,1.1,1,14,1,31,0.9,190,1,16,226,1202,2436,17,11,19,0,1,0,1
1124,1,0.5,1,16,1,54,0.7,186,2,9,272,1133,1284,11,15,5,0,1,0,1
1776,1,2.3,0,0,0,20,0.5,101,4,16,937,1935,3059,19,2,15,0,0,1,3
1218,1,1.8,0,20,1,54,0.9,82,1,2,316,1710,1821,7,15,7,1,1,0,1
802,1,2.6,1,16,1,17,0.8,158,7,18,1922,1160,2932,19,3,16,1,1,1,2
1138,1,2.6,1,10,0,25,0.3,178,8,16,1109,1693,1969,16,12,18,1,0,1,1
555,1,2.6,1,16,1,45,0.2,126,5,15,290,1220,1265,12,3,6,1,1,1,0
1225,1,1.7,1,13,1,22,0.7,117,4,15,1492,1093,1028,13,3,7,0,1,0,1
1025,0,1.3,1,19,0,37,0.6,112,7,11,728,1924,2444,17,6,6,0,0,0,2
973,1,2.5,0,18,1,41,0.8,157,8,3,1894,745,738,16,11,20,0,1,1,0
527,1,1.6,1,20,0,40,0.8,127,1,7,1601,1356,3632,6,1,15,1,0,0,2
577,1,1.0,1,6,1,48,0.7,144,5,18,1792,1051,2648,7,15,5,0,1,1,1
1739,0,2.6,1,12,0,63,1.0,196,7,6,1670,542,1841,16,6,6,0,1,1,2
1909,0,2.7,0,17,0,63,0.6,192,6,6,1427,1340,3597,17,18,12,0,1,0,3
864,1,1.7,0,13,1,7,0.2,105,2,16,1450,678,3435,11,10,3,1,0,1,2
1165,1,0.7,0,0,0,6,0.8,87,8,16,374,1980,1837,9,0,3,1,1,1,1
1025,1,1.5,0,6,0,15,0.3,129,5,12,1925,1034,2777,14,8,13,1,0,1,2
1198,0,2.5,0,7,1,54,0.8,159,1,6,566,1106,1361,11,4,17,1,0,1,1
1835,0,2.8,0,17,1,46,1.0,117,3,2,867,1171,3965,6,16,18,0,0,0,3
1382,1,1.0,1,8,0,43,0.7,89,7,12,754,1767,1363,18,0,5,0,0,0,1
1530,0,0.7,0,0,1,51,0.6,121,1,12,251,1426,3617,18,16,15,0,0,1,3
1526,1,2.7,0,16,0,62,0.5,116,3,7,1556,516,3398,8,11,8,0,0,1,3
1418,0,1.5,1,18,0,64,0.4,105,2,9,306,1635,430,5,12,16,1,1,1,0
1249,0,1.9,0,5,1,5,0.4,171,2,3,1453,1325,2107,19,10,17,0,1,0,1
862,1,2.9,1,2,1,9,0.7,91,4,16,674,1046,1097,9,12,9,0,1,0,0
1797,1,0.7,1,4,0,25,0.8,163,7,10,867,1553,3790,12,12,3,1,1,0,3
1305,1,2.1,0,1,1,12,0.7,128,4,16,263,1715,2128,5,5,20,0,0,0,2
1238,1,0.7,1,19,1,18,0.3,93,3,9,67,936,3722,11,5,2,0,1,0,3
1538,0,1.4,1,3,0,51,0.5,125,3,17,1130,678,3169,11,9,5,1,1,1,3
1715,0,2.5,1,9,0,22,0.8,114,2,15,1423,1115,3418,11,18,12,1,0,0,3
984,0,1.6,1,9,0,58,0.5,108,5,16,1602,1176,2772,19,2,11,0,1,0,2
527,1,3.0,0,20,0,27,0.6,91,3,14,1222,1997,2142,5,6,19,0,0,1,1
1213,0,1.9,1,10,0,44,0.8,195,3,10,1215,1133,3761,16,4,2,0,1,0,3
1562,1,1.3,0,15,0,49,0.7,161,7,2,513,1657,3576,15,7,18,0,1,1,3
1796,0,1.1,1,16,1,45,0.5,123,5,7,768,1301,2947,7,4,17,0,0,1,3
1754,1,1.4,1,15,0,46,0.9,145,4,9,441,811,2984,15,11,13,1,1,0,3
585,1,1.4,1,6,1,28,0.2,81,4,19,0,524,1210,6,3,17,0,1,0,0
1997,0,0.7,0,15,1,17,1.0,138,3,19,357,870,1851,19,18,10,0,1,0,2
625,1,1.4,0,2,0,56,0.2,96,7,18,1138,1024,3152,19,17,18,0,1,0,2
1311,1,1.7,0,15,1,27,0.1,89,4,17,902,1842,2544,9,2,4,0,0,1,2
1036,0,2.3,1,7,0,54,0.9,97,4,14,1623,729,3005,6,6,19,0,1,1,2
644,1,2.1,1,11,1,34,0.3,101,6,5,1220,1625,3823,17,7,16,0,0,0,2
1735,1,2.3,1,2,0,32,0.8,162,7,5,1627,1973,595,18,14,16,0,0,1,1
524,1,0.5,1,16,0,49,0.8,137,4,15,273,877,3096,9,16,17,0,1,1,2
1917,0,1.0,0,20,0,48,0.9,132,2,6,855,1387,999,9,18,2,0,0,1,1
566,0,2.2,1,17,0,7,1.0,80,1,17,1017,1726,1750,8,3,2,1,1,0,1
732,1,1.7,0,10,1,45,0.4,167,3,15,1183,1790,2766,15,15,5,1,0,1,2
608,0,0.5,1,3,1,9,0.7,140,8,15,172,961,3104,11,12,14,0,0,1,2
1669,1,2.5,0,15,1,8,0.2,179,3,15,1568,864,3602,14,11,5,0,0,1,3
610,1,2.4,0,16,1,35,0.5,168,2,15,1481,603,2104,10,3,9,0,0,0,1
727,1,1.9,1,8,1,45,0.9,179,8,20,584,1634,270,6,11,14,0,1,1,0
610,1,0.7,1,5,0,54,0.4,110,1,4,1456,927,3368,19,16,9,0,1,1,2
1993,1,2.4,0,19,0,15,0.6,110,1,18,928,968,2244,8,8,15,0,1,1,2
533,0,2.0,1,1,0,17,0.6,145,2,15,480,1514,463,17,11,2,1,1,1,0
1122,1,2.5,1,8,0,44,0.7,98,5,11,454,1369,1339,18,14,10,0,0,1,1
1892,0,2.4,0,20,0,53,1.0,132,5,14,195,1269,2668,15,1,2,1,1,1,2
1247,0,2.5,0,5,1,10,0.2,155,1,5,795,1179,3567,11,8,8,1,1,1,3
1094,1,1.8,0,2,0,11,0.6,153,5,12,598,1304,2911,13,13,14,1,1,0,2
924,1,0.9,0,19,0,18,0.9,174,5,16,1332,1385,2463,13,3,16,1,0,0,1
1112,0,2.2,1,5,1,13,0.5,188,5,16,1759,1060,652,16,3,10,1,0,0,0
1191,0,2.1,0,6,1,7,0.2,101,1,3,555,1773,2213,7,5,17,1,0,0,2
1805,0,2.4,0,0,0,20,0.6,102,8,12,847,830,1049,5,4,18,1,0,0,1
1843,1,0.9,0,0,0,44,0.4,195,5,3,1517,1086,2803,13,16,10,1,0,0,2
1966,0,1.0,1,4,1,42,0.2,166,8,6,438,700,464,12,12,7,1,1,1,1
814,1,2.7,0,5,0,54,0.9,94,3,14,649,953,1412,11,16,13,0,0,0,1
1376,1,2.4,1,12,0,30,0.6,105,6,2,1805,1325,3708,10,18,17,0,1,0,3
1900,1,2.8,0,1,0,7,0.9,82,1,8,358,610,688,18,0,16,1,0,0,1
1812,0,2.4,0,14,1,60,0.8,166,2,8,1059,1363,2912,19,16,8,1,0,0,3
1960,1,2.0,1,14,0,26,0.7,99,5,11,1057,1407,2010,14,2,11,1,0,1,2
1161,1,2.1,0,12,0,58,0.1,188,4,7,1111,1732,2692,11,13,5,0,0,1,2
776,1,2.7,0,13,1,25,0.5,119,1,13,657,532,3300,15,11,4,0,0,1,2
1123,1,1.9,1,6,1,26,0.3,200,7,14,15,1054,838,13,14,19,1,0,1,0
1015,1,2.1,0,13,1,17,0.9,118,2,12,744,606,687,10,5,2,1,1,0,0
1873,0,0.9,0,9,0,53,0.3,199,6,19,420,1788,1553,19,1,14,1,0,1,2
1342,1,1.7,0,16,1,17,0.4,151,3,3,552,725,606,18,3,19,1,0,0,0
1969,1,2.3,0,13,0,7,0.6,97,8,17,766,986,389,18,12,9,1,1,1,1
849,0,1.2,1,7,1,38,0.3,120,8,3,792,678,3393,14,12,12,1,0,0,2
1322,1,1.0,0,3,0,22,0.3,149,7,20,1149,1745,894,7,16,11,0,0,0,1
1660,0,1.3,1,15,1,5,0.6,106,2,7,1031,1893,1484,17,5,5,0,1,1,1
1258,1,1.1,0,12,0,35,0.2,179,5,2,1495,1136,3625,18,10,5,0,1,1,3
1398,0,1.0,1,19,0,29,0.2,94,4,12,1491,1287,372,7,18,5,1,0,1,0
742,0,1.6,0,17,1,39,0.4,116,5,19,879,666,1546,8,15,13,1,0,1,1
1042,1,2.8,1,13,1,42,0.7,137,2,11,1885,1162,2073,14,7,9,0,0,1,1
1563,1,1.8,0,17,0,29,0.6,84,1,19,851,799,2452,17,0,14,0,0,1,2
728,1,1.0,1,4,1,18,0.5,182,7,2,509,1904,3521,18,9,9,1,0,1,2
1047,0,0.7,1,8,0,15,0.6,152,4,20,1425,534,1959,19,1,4,0,0,0,1
1419,0,2.2,0,2,1,8,0.4,86,8,17,1859,906,2103,18,18,13,0,1,1,2
1746,0,1.5,1,7,1,23,0.9,120,7,8,1199,813,2482,14,13,19,0,1,0,2
505,1,2.6,0,19,0,52,0.1,163,7,16,1763,1315,2451,12,2,16,0,1,0,1
1845,0,2.1,0,9,1,2,0.7,89,4,2,965,1242,720,14,8,15,1,1,1,1
967,0,2.5,0,18,1,30,0.9,141,8,10,1858,1226,1231,13,7,10,1,0,0,1
574,1,1.2,0,20,0,53,0.8,105,8,3,913,1325,2872,18,10,6,1,1,1,2
503,0,2.2,0,2,0,32,0.3,147,2,18,1390,1624,2281,12,14,16,1,0,0,1
1145,0,1.2,1,10,1,31,0.4,181,6,11,1511,1068,1284,15,5,9,0,0,1,1
617,1,2.8,0,10,0,58,0.7,103,6,7,17,1738,781,14,1,4,0,1,1,0
1380,0,2.1,0,16,1,16,0.2,157,5,6,55,1075,2583,6,0,13,0,0,1,2
1003,1,1.3,0,15,1,19,0.8,120,2,9,918,561,2802,8,2,6,1,1,1,2
1446,1,1.2,0,6,0,36,0.7,144,4,9,1058,868,1091,8,17,10,1,1,1,1
1073,1,1.0,0,3,0,51,0.8,96,2,6,901,1891,2739,16,13,4,1,1,0,2
1964,1,2.2,0,18,0,31,0.2,188,4,13,629,593,3119,6,16,9,1,1,1,3
693,1,1.0,1,11,0,35,0.7,103,7,8,793,1992,1495,17,1,14,0,1,1,1
1346,0,2.0,1,14,0,43,0.7,106,5,14,1789,1483,2990,12,18,9,1,0,0,2
1214,0,1.2,0,10,0,12,0.8,86,1,14,1748,1549,3131,7,8,6,0,1,1,2
1915,1,2.2,1,4,1,28,0.1,152,7,18,1596,1958,3272,6,7,8,0,0,0,3
1549,1,2.5,0,4,1,25,0.1,186,8,5,1623,1644,1794,11,9,6,0,0,1,1
1958,0,2.4,0,14,0,36,0.4,178,1,19,1806,549,2166,19,8,10,1,0,0,2
672,1,2.4,0,17,1,40,0.2,91,2,11,346,1382,3464,5,7,6,1,0,1,2
1823,1,1.0,0,10,1,9,0.6,164,4,4,1055,1263,2915,19,6,9,0,1,1,3
825,1,0.7,0,11,1,52,0.9,82,1,13,907,535,2898,10,5,13,0,0,0,2
1933,0,2.2,1,1,1,19,0.5,158,7,2,1023,1933,1559,17,1,5,1,1,0,2
1641,0,1.4,1,19,0,14,0.9,164,4,12,1156,1812,387,17,8,10,1,0,0,1
1335,1,1.6,1,14,1,46,0.1,89,5,19,575,1902,648,7,8,15,1,1,0,0
1223,1,0.6,1,19,1,25,0.3,112,7,14,198,599,736,17,18,20,1,1,0,0
724,0,1.1,0,3,0,52,0.1,125,8,18,1279,1847,3840,7,8,14,0,1,1,2
1031,0,0.6,1,17,0,24,0.4,138,2,9,1365,828,2931,19,1,4,0,1,1,2
612,1,2.7,0,5,0,13,0.9,131,4,20,1690,1205,2290,9,18,5,0,1,0,1
639,1,1.1,1,18,0,50,0.2,85,2,18,1254,720,2722,18,15,2,0,0,0,1
1058,0,1.9,1,10,1,31,0.6,81,4,3,300,1066,1481,7,13,2,0,0,0,1
500,0,0.6,1,1,0,32,0.5,108,7,4,1016,1495,2955,16,0,12,0,0,1,2
589,0,2.2,1,7,1,29,0.9,198,6,4,1570,1521,2961,8,12,17,1,0,1,2
1153,1,1.3,0,10,1,23,0.2,119,6,7,25,609,717,17,1,5,0,1,0,0
819,0,2.7,1,4,0,45,0.3,176,4,11,1558,648,2057,17,13,8,1,0,1,1
638,1,2.7,1,17,0,29,0.1,140,5,19,1676,905,3529,19,0,13,1,0,0,2
1344,0,1.3,0,17,0,14,0.5,147,2,19,1497,1198,407,7,14,7,0,0,1,0
758,0,2.8,0,13,0,26,0.4,147,8,15,1410,1516,2525,11,17,10,1,0,0,1
1401,0,3.0,1,9,0,45,0.9,108,3,17,1308,1933,334,7,8,9,0,0,0,0
1189,0,2.6,0,2,0,52,0.6,180,4,8,449,1652,1479,18,7,15,0,1,1,1
509,1,2.6,0,8,1,47,0.7,141,4,2,319,607,2041,14,6,16,1,1,1,1
760,1,1.1,0,2,1,8,0.6,139,6,18,155,888,2402,8,8,6,1,0,0,1
671,0,1.9,1,10,1,46,0.2,163,1,6,470,924,2280,6,8,16,1,1,0,1
1397,1,0.7,0,11,1,7,0.5,120,7,2,419,946,3215,6,10,7,1,0,1,2
512,0,0.7,1,11,0,25,1.0,166,6,18,1136,1417,2516,13,3,2,1,1,0,1
1691,0,3.0,1,2,0,20,0.9,188,2,11,1925,1591,3470,15,6,10,1,1,0,3
820,0,1.3,1,20,1,20,0.9,161,6,13,650,1589,3005,5,6,5,1,0,0,2
1842,0,2.4,1,6,1,37,0.8,192,3,3,1445,1155,3716,5,3,3,1,1,0,3
828,1,2.5,0,13,1,52,0.2,168,5,17,885,820,2092,14,11,7,1,0,0,1
1284,0,2.6,1,10,0,10,0.3,144,7,16,929,1218,1653,5,16,3,0,0,0,1
1276,0,3.0,0,6,0,49,0.1,197,3,14,1744,1227,1331,18,2,4,0,1,1,1
1410,1,1.1,1,20,0,60,0.4,143,5,19,834,1079,3270,7,8,8,1,1,1,2
1942,0,0.6,0,9,1,37,0.2,158,3,15,875,946,1903,6,4,18,1,1,0,2
1618,0,1.5,1,10,1,39,0.5,142,8,19,941,709,2438,7,15,10,1,1,0,2
817,0,0.8,0,14,0,41,0.7,177,7,3,993,1348,666,18,7,10,0,0,1,0
735,1,0.6,1,18,0,60,0.9,127,6,3,1621,869,2264,9,15,20,0,0,0,1
833,0,1.4,1,15,1,30,0.8,99,3,4,1308,1981,1749,13,18,6,1,0,1,1
875,1,2.5,0,20,1,25,0.9,197,6,6,571,1076,1391,6,15,7,1,0,1,1
1982,0,1.9,1,19,0,49,0.1,116,7,17,53,1188,1804,16,17,19,1,0,0,2
1660,0,1.3,1,11,1,64,0.1,143,6,16,604,1289,1040,15,14,2,1,0,0,1
1087,1,2.1,1,17,0,6,0.7,170,2,13,324,1491,1323,19,17,18,0,1,0,1
1012,0,1.1,0,12,0,54,0.4,165,6,10,969,662,1676,18,13,15,0,0,1,1
1819,0,0.5,1,4,1,55,0.3,194,1,15,1481,1476,2265,5,15,16,1,0,1,2
1843,1,2.4,1,3,1,43,0.4,84,3,17,884,1855,1864,15,4,6,1,1,0,2
1417,1,2.1,0,13,1,56,0.3,113,7,12,264,849,2564,10,7,18,0,1,0,2
1872,1,2.4,0,7,0,46,0.6,118,4,7,381,1169,998,7,15,12,0,0,0,1
1372,1,0.6,0,8,1,62,0.5,146,4,11,1236,1991,2848,17,0,11,1,0,1,2
1752,1,2.6,0,18,1,27,0.6,160,4,9,332,925,2691,11,10,18,1,1,0,2
769,0,2.0,0,2,0,15,0.7,141,7,17,1033,826,3803,10,10,2,0,0,1,2
1297,1,1.9,1,4,0,40,0.4,167,1,4,1381,1629,3737,15,1,6,0,1,0,3
1814,0,2.1,1,20,1,30,0.3,103,6,3,202,754,3907,11,18,17,0,1,0,3
1224,0,2.7,1,17,0,53,0.2,82,3,17,1731,857,2319,17,4,8,1,1,1,2
1688,0,2.0,0,0,0,7,0.4,188,5,20,57,943,2276,17,2,13,0,0,1,2
504,1,2.0,1,7,0,8,0.8,150,5,10,1517,612,917,9,7,9,1,0,1,0
1350,1,3.0,0,18,1,38,0.8,168,7,17,1533,1553,2083,5,3,19,0,1,1,2
1902,0,2.4,0,16,1,54,0.7,199,2,5,1791,1023,2405,18,12,2,0,1,1,2
577,1,1.6,1,16,0,19,0.3,146,1,11,1246,1188,3513,7,13,13,0,0,1,2
1933,1,2.3,0,10,0,24,0.6,158,3,20,1392,1490,1206,7,0,5,1,0,0,1
1073,1,1.5,0,1,0,45,0.6,172,6,14,1715,545,3234,11,4,13,1,0,1,2
631,1,1.1,1,5,1,39,0.5,129,4,19,1441,1694,280,19,6,2,0,1,0,0
1100,0,2.0,0,13,0,60,0.6,108,1,16,1897,1653,3399,18,5,2,1,1,0,2
1565,0,2.8,0,2,0,2,0.5,153,1,5,546,1256,1872,17,14,4,0,1,0,2
588,1,2.8,1,11,1,5,0.6,111,3,10,870,1876,3900,7,14,13,1,0,1,2
901,0,1.4,0,3,0,52,0.7,166,7,5,102,1726,273,15,7,14,0,1,1,0
795,1,1.8,0,11,1,45,0.2,118,6,17,1184,1749,825,9,1,14,0,1,0,0
1818,1,1.0,1,12,1,48,0.8,88,8,16,1223,1603,1272,8,13,10,1,1,0,1
1115,0,3.0,1,1,1,36,0.2,180,8,3,1183,1833,1611,8,15,19,0,0,0,1
1299,0,3.0,1,1,0,24,0.2,195,7,15,1718,1558,1848,17,9,2,1,1,1,1
921,0,2.1,1,14,0,28,1.0,183,7,4,864,1063,3424,11,14,7,0,1,0,2
1546,1,2.5,0,16,1,61,1.0,93,2,5,1159,660,1086,5,3,6,1,0,1,1
1074,0,2.3,0,6,0,27,0.2,147,7,2,397,1339,1291,11,11,5,0,1,0,1
642,1,2.0,1,13,1,53,0.5,143,6,10,1761,1958,3338,19,9,7,0,0,1,2
1492,0,0.6,0,11,0,64,0.3,99,2,18,391,1037,2188,12,1,4,1,0,1,2
1164,0,1.6,0,16,1,61,0.5,107,8,15,1778,724,2466,7,3,18,0,1,0,2
644,1,2.2,1,13,1,9,0.8,93,2,18,105,1969,1562,19,5,12,1,0,1,1
1748,1,2.2,1,5,0,44,1.0,123,4,2,1606,1840,2008,7,13,5,0,1,0,2
1506,1,1.4,0,18,0,17,0.7,177,4,11,1612,1937,1127,8,2,2,0,0,0,1
1002,1,2.9,1,5,0,42,0.4,156,8,17,1077,594,1090,19,14,5,0,1,0,1
1320,1,0.9,1,17,0,4,0.6,174,3,20,1300,1748,3568,17,0,4,0,0,0,3
603,1,1.8,1,4,1,33,0.4,176,8,4,110,1448,1112,10,18,11,1,0,0,0
1562,1,2.2,0,5,1,6,0.9,195,6,13,223,1052,3372,18,0,2,1,0,1,3
697,1,2.2,1,1,0,21,0.9,118,7,4,74,1144,1225,11,12,5,1,1,0,0
1078,0,2.1,0,7,0,15,0.6,107,2,16,505,565,848,5,7,20,0,1,1,0
890,1,1.2,0,14,1,61,0.4,143,3,18,1037,1920,510,19,17,2,1,1,0,0
1702,1,0.9,0,14,0,33,0.4,168,2,19,769,1733,2370,17,2,17,1,0,0,2
1053,0,2.1,1,10,0,27,0.1,111,1,8,481,1997,3221,8,17,20,0,0,1,2
1971,1,2.0,1,0,0,48,0.8,88,5,20,1212,1164,2917,16,8,19,1,1,0,3
1538,0,0.9,1,17,0,7,0.5,107,5,8,363,1183,3277,11,5,3,0,1,0,3
1812,0,2.3,1,11,1,60,0.4,174,2,6,238,1409,858,15,1,7,0,0,1,1
977,1,1.6,1,11,1,59,0.5,96,3,9,1424,1336,1321,6,3,2,1,0,1,1
1754,0,2.2,0,10,0,37,0.8,196,8,17,845,1070,2067,5,17,20,1,0,0,2
1422,1,2.6,0,7,1,41,0.2,166,4,17,984,1195,2095,5,6,6,1,1,0,2
919,0,0.9,0,6,0,52,0.9,156,6,20,1327,679,2065,14,10,3,1,0,0,1
656,0,0.5,1,20,0,60,0.9,134,2,16,1114,1333,2687,18,4,2,0,1,0,1
1049,0,2.4,0,1,0,6,1.0,89,2,8,391,1982,3916,18,7,17,1,0,0,3
1964,1,2.0,0,10,1,14,0.5,159,6,6,1207,1591,1513,10,10,3,0,1,0,2
1620,1,2.2,1,9,1,33,0.3,85,8,12,1040,1852,1221,16,14,5,1,0,0,1
1520,0,2.6,1,2,1,17,0.4,127,7,11,964,701,1993,9,2,4,0,0,0,2
1496,0,2.5,0,19,1,2,0.4,154,4,10,11,1998,740,5,6,18,1,1,0,1
1934,1,2.9,0,9,1,14,0.3,195,2,2,1189,1538,294,14,7,16,1,0,1,1
1450,1,1.8,1,17,0,64,0.6,146,1,2,145,1565,266,7,10,11,0,0,1,0
788,0,1.7,1,13,0,55,0.5,171,4,9,1305,1042,879,19,9,13,1,0,0,0
1777,0,1.5,1,17,1,12,0.9,120,1,4,1572,1481,664,15,8,13,1,1,1,1
695,1,0.9,1,7,1,54,0.1,158,5,3,1605,1273,2411,11,14,8,1,0,1,1
1097,1,1.9,0,9,1,9,0.7,139,6,5,168,1812,2283,16,4,11,1,1,0,1
1016,1,1.2,0,12,0,26,0.8,156,4,20,846,1193,1373,13,14,6,0,0,1,1
1364,1,2.8,1,20,1,41,0.8,121,7,12,169,1767,2387,17,3,12,0,0,1,2
1641,1,2.0,0,7,0,33,0.9,195,4,6,764,1111,2361,13,4,3,1,1,1,2
1305,0,2.0,0,3,0,25,0.8,199,3,11,1369,1697,3620,19,14,17,0,1,1,3
1682,1,1.4,1,3,1,29,0.9,188,3,9,498,743,3343,10,16,13,1,1,1,3
